ticker,name,sector,form,filing_date,accession,source_url,local_path,status
PLTR,Palantir Technologies,Information Technology,8-K,2026-06-09,0001321655-26-000033,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000033/pltr-20260603.htm,sp100_dataset/PLTR/8-K_2026-06-09.txt,cached
PLTR,Palantir Technologies,Information Technology,8-K,2026-05-04,0001321655-26-000026,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000026/pltr-20260504.htm,sp100_dataset/PLTR/8-K_2026-05-04.txt,cached
PLTR,Palantir Technologies,Information Technology,DEF 14A,2026-04-24,0001321655-26-000019,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000019/pltr-20260423.htm,sp100_dataset/PLTR/DEF14A_2026-04-24.txt,cached
PLTR,Palantir Technologies,Information Technology,10-K,2026-02-17,0001321655-26-000011,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000011/pltr-20251231.htm,sp100_dataset/PLTR/10-K_2026-02-17.txt,cached
PM,Philip Morris International,Consumer Staples,8-K,2026-07-09,0001628280-26-047782,https://www.sec.gov/Archives/edgar/data/1413329/000162828026047782/pm-20260706.htm,sp100_dataset/PM/8-K_2026-07-09.txt,cached
PM,Philip Morris International,Consumer Staples,8-K,2026-06-29,0001104659-26-078814,https://www.sec.gov/Archives/edgar/data/1413329/000110465926078814/tm2618983d1_8k.htm,sp100_dataset/PM/8-K_2026-06-29.txt,cached
PM,Philip Morris International,Consumer Staples,DEF 14A,2026-03-26,0001628280-26-021169,https://www.sec.gov/Archives/edgar/data/1413329/000162828026021169/pmi-20260325.htm,sp100_dataset/PM/DEF14A_2026-03-26.txt,cached
PM,Philip Morris International,Consumer Staples,10-K,2026-02-06,0001628280-26-005939,https://www.sec.gov/Archives/edgar/data/1413329/000162828026005939/pm-20251231.htm,sp100_dataset/PM/10-K_2026-02-06.txt,cached
PYPL,PayPal,Financials,8-K,2026-05-21,0001633917-26-000076,https://www.sec.gov/Archives/edgar/data/1633917/000163391726000076/pypl-20260519.htm,sp100_dataset/PYPL/8-K_2026-05-21.txt,cached
PYPL,PayPal,Financials,8-K,2026-05-15,0001193125-26-226653,https://www.sec.gov/Archives/edgar/data/1633917/000119312526226653/d930458d8k.htm,sp100_dataset/PYPL/8-K_2026-05-15.txt,cached
PYPL,PayPal,Financials,DEF 14A,2026-04-07,0001193125-26-145721,https://www.sec.gov/Archives/edgar/data/1633917/000119312526145721/d59508ddef14a.htm,sp100_dataset/PYPL/DEF14A_2026-04-07.txt,cached
PYPL,PayPal,Financials,10-K,2026-02-03,0001633917-26-000024,https://www.sec.gov/Archives/edgar/data/1633917/000163391726000024/pypl-20251231.htm,sp100_dataset/PYPL/10-K_2026-02-03.txt,cached
QCOM,Qualcomm,Information Technology,8-K,2026-06-24,0001104659-26-077071,https://www.sec.gov/Archives/edgar/data/804328/000110465926077071/tm2618522d1_8k.htm,sp100_dataset/QCOM/8-K_2026-06-24.txt,cached
QCOM,Qualcomm,Information Technology,8-K,2026-04-29,0000804328-26-000060,https://www.sec.gov/Archives/edgar/data/804328/000080432826000060/qcom-20260429.htm,sp100_dataset/QCOM/8-K_2026-04-29.txt,cached
QCOM,Qualcomm,Information Technology,DEF 14A,2026-01-22,0001104659-26-005781,https://www.sec.gov/Archives/edgar/data/804328/000110465926005781/tm2528704-1_def14a.htm,sp100_dataset/QCOM/DEF14A_2026-01-22.txt,cached
QCOM,Qualcomm,Information Technology,10-K,2025-11-05,0000804328-25-000085,https://www.sec.gov/Archives/edgar/data/804328/000080432825000085/qcom-20250928.htm,sp100_dataset/QCOM/10-K_2025-11-05.txt,cached
RTX,RTX Corporation,Industrials,8-K,2026-05-04,0001140361-26-018932,https://www.sec.gov/Archives/edgar/data/101829/000114036126018932/ef20072402_8k.htm,sp100_dataset/RTX/8-K_2026-05-04.txt,cached
RTX,RTX Corporation,Industrials,8-K,2026-04-21,0000101829-26-000009,https://www.sec.gov/Archives/edgar/data/101829/000010182926000009/rtx-20260421.htm,sp100_dataset/RTX/8-K_2026-04-21.txt,cached
RTX,RTX Corporation,Industrials,DEF 14A,2026-03-09,0001308179-26-000036,https://www.sec.gov/Archives/edgar/data/101829/000130817926000036/rtx014050-def14a.htm,sp100_dataset/RTX/DEF14A_2026-03-09.txt,cached
RTX,RTX Corporation,Industrials,10-K,2026-02-06,0000101829-26-000006,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/rtx-20251231.htm,sp100_dataset/RTX/10-K_2026-02-06.txt,cached
SBUX,Starbucks,Consumer Discretionary,8-K,2026-06-12,0000829224-26-000106,https://www.sec.gov/Archives/edgar/data/829224/000082922426000106/sbux-20260611.htm,sp100_dataset/SBUX/8-K_2026-06-12.txt,cached
SBUX,Starbucks,Consumer Discretionary,8-K,2026-05-20,0000829224-26-000094,https://www.sec.gov/Archives/edgar/data/829224/000082922426000094/sbux-20260520.htm,sp100_dataset/SBUX/8-K_2026-05-20.txt,cached
SBUX,Starbucks,Consumer Discretionary,DEF 14A,2026-01-26,0001213900-26-007780,https://www.sec.gov/Archives/edgar/data/829224/000121390026007780/ea0270973-01.htm,sp100_dataset/SBUX/DEF14A_2026-01-26.txt,cached
SBUX,Starbucks,Consumer Discretionary,10-K,2025-11-14,0000829224-25-000114,https://www.sec.gov/Archives/edgar/data/829224/000082922425000114/sbux-20250928.htm,sp100_dataset/SBUX/10-K_2025-11-14.txt,cached
SCHW,Charles Schwab Corporation,Financials,8-K,2026-06-29,0001193125-26-288640,https://www.sec.gov/Archives/edgar/data/316709/000119312526288640/d334556d8k.htm,sp100_dataset/SCHW/8-K_2026-06-29.txt,cached
SCHW,Charles Schwab Corporation,Financials,8-K,2026-06-01,0001193125-26-251689,https://www.sec.gov/Archives/edgar/data/316709/000119312526251689/d143555d8k.htm,sp100_dataset/SCHW/8-K_2026-06-01.txt,cached
SCHW,Charles Schwab Corporation,Financials,DEF 14A,2026-04-06,0001193125-26-142826,https://www.sec.gov/Archives/edgar/data/316709/000119312526142826/d930509ddef14a.htm,sp100_dataset/SCHW/DEF14A_2026-04-06.txt,cached
SCHW,Charles Schwab Corporation,Financials,10-K,2026-02-25,0000316709-26-000009,https://www.sec.gov/Archives/edgar/data/316709/000031670926000009/schw-20251231.htm,sp100_dataset/SCHW/10-K_2026-02-25.txt,cached
SO,Southern Company,Utilities,8-K,2026-06-08,0000092122-26-000046,https://www.sec.gov/Archives/edgar/data/92122/000009212226000046/so-20260608.htm,sp100_dataset/SO/8-K_2026-06-08.txt,cached
SO,Southern Company,Utilities,8-K,2026-05-15,0000092122-26-000040,https://www.sec.gov/Archives/edgar/data/92122/000009212226000040/so-20260513.htm,sp100_dataset/SO/8-K_2026-05-15.txt,cached
SO,Southern Company,Utilities,DEF 14A,2026-04-03,0000092122-26-000028,https://www.sec.gov/Archives/edgar/data/92122/000009212226000028/so-20260402.htm,sp100_dataset/SO/DEF14A_2026-04-03.txt,cached
SO,Southern Company,Utilities,10-K,2026-02-19,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,sp100_dataset/SO/10-K_2026-02-19.txt,cached
SPG,Simon Property Group,Real Estate,8-K,2026-05-15,0001104659-26-062012,https://www.sec.gov/Archives/edgar/data/1063761/000110465926062012/tm2614706d1_8k.htm,sp100_dataset/SPG/8-K_2026-05-15.txt,cached
SPG,Simon Property Group,Real Estate,8-K,2026-05-11,0001104659-26-058646,https://www.sec.gov/Archives/edgar/data/1063761/000110465926058646/tm2611645d1_8k.htm,sp100_dataset/SPG/8-K_2026-05-11.txt,cached
SPG,Simon Property Group,Real Estate,DEF 14A,2026-04-01,0001104659-26-038320,https://www.sec.gov/Archives/edgar/data/1063761/000110465926038320/spg-20260513xdef14a.htm,sp100_dataset/SPG/DEF14A_2026-04-01.txt,cached
SPG,Simon Property Group,Real Estate,10-K,2026-02-25,0001104659-26-019419,https://www.sec.gov/Archives/edgar/data/1063761/000110465926019419/spg-20251231x10k.htm,sp100_dataset/SPG/10-K_2026-02-25.txt,cached
T,AT&T,Communication Services,8-K,2026-06-16,0001193125-26-272580,https://www.sec.gov/Archives/edgar/data/732717/000119312526272580/d151168d8k.htm,sp100_dataset/T/8-K_2026-06-16.txt,cached
T,AT&T,Communication Services,8-K,2026-05-20,0001193125-26-232817,https://www.sec.gov/Archives/edgar/data/732717/000119312526232817/d227921d8k.htm,sp100_dataset/T/8-K_2026-05-20.txt,cached
T,AT&T,Communication Services,DEF 14A,2026-03-23,0001193125-26-119888,https://www.sec.gov/Archives/edgar/data/732717/000119312526119888/d919223ddef14a.htm,sp100_dataset/T/DEF14A_2026-03-23.txt,cached
T,AT&T,Communication Services,10-K,2026-02-09,0000732717-26-000120,https://www.sec.gov/Archives/edgar/data/732717/000073271726000120/t-20251231.htm,sp100_dataset/T/10-K_2026-02-09.txt,cached
TGT,Target Corporation,Consumer Discretionary,8-K,2026-06-12,0000027419-26-000026,https://www.sec.gov/Archives/edgar/data/27419/000002741926000026/tgt-20260610.htm,sp100_dataset/TGT/8-K_2026-06-12.txt,cached
TGT,Target Corporation,Consumer Discretionary,8-K,2026-05-20,0000027419-26-000020,https://www.sec.gov/Archives/edgar/data/27419/000002741926000020/tgt-20260520.htm,sp100_dataset/TGT/8-K_2026-05-20.txt,cached
TGT,Target Corporation,Consumer Discretionary,DEF 14A,2026-04-27,0001628280-26-027508,https://www.sec.gov/Archives/edgar/data/27419/000162828026027508/tgt-20260426.htm,sp100_dataset/TGT/DEF14A_2026-04-27.txt,cached
TGT,Target Corporation,Consumer Discretionary,10-K,2026-03-11,0000027419-26-000016,https://www.sec.gov/Archives/edgar/data/27419/000002741926000016/tgt-20260131.htm,sp100_dataset/TGT/10-K_2026-03-11.txt,cached
TMO,Thermo Fisher Scientific,Health Care,8-K,2026-05-26,0000097745-26-000117,https://www.sec.gov/Archives/edgar/data/97745/000009774526000117/tmo-20260520.htm,sp100_dataset/TMO/8-K_2026-05-26.txt,cached
TMO,Thermo Fisher Scientific,Health Care,8-K,2026-04-23,0000097745-26-000086,https://www.sec.gov/Archives/edgar/data/97745/000009774526000086/tmo-20260423.htm,sp100_dataset/TMO/8-K_2026-04-23.txt,cached
TMO,Thermo Fisher Scientific,Health Care,DEF 14A,2026-04-07,0001193125-26-144585,https://www.sec.gov/Archives/edgar/data/97745/000119312526144585/d66426ddef14a.htm,sp100_dataset/TMO/DEF14A_2026-04-07.txt,cached
TMO,Thermo Fisher Scientific,Health Care,10-K,2026-02-26,0000097745-26-000018,https://www.sec.gov/Archives/edgar/data/97745/000009774526000018/tmo-20251231.htm,sp100_dataset/TMO/10-K_2026-02-26.txt,cached
TMUS,T-Mobile US,Communication Services,8-K,2026-07-07,0001193125-26-297534,https://www.sec.gov/Archives/edgar/data/1283699/000119312526297534/d170112d8k.htm,sp100_dataset/TMUS/8-K_2026-07-07.txt,cached
TMUS,T-Mobile US,Communication Services,8-K,2026-06-18,0001193125-26-275787,https://www.sec.gov/Archives/edgar/data/1283699/000119312526275787/d167113d8k.htm,sp100_dataset/TMUS/8-K_2026-06-18.txt,cached
TMUS,T-Mobile US,Communication Services,DEF 14A,2026-04-27,0001193125-26-181884,https://www.sec.gov/Archives/edgar/data/1283699/000119312526181884/d11985ddef14a.htm,sp100_dataset/TMUS/DEF14A_2026-04-27.txt,cached
TMUS,T-Mobile US,Communication Services,10-K,2026-02-11,0001283699-26-000010,https://www.sec.gov/Archives/edgar/data/1283699/000128369926000010/tmus-20251231.htm,sp100_dataset/TMUS/10-K_2026-02-11.txt,cached
TSLA,"Tesla, Inc.",Consumer Discretionary,8-K,2026-07-02,0001628280-26-046717,https://www.sec.gov/Archives/edgar/data/1318605/000162828026046717/tsla-20260702.htm,sp100_dataset/TSLA/8-K_2026-07-02.txt,cached
TSLA,"Tesla, Inc.",Consumer Discretionary,8-K,2026-04-22,0001628280-26-026551,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026551/tsla-20260422.htm,sp100_dataset/TSLA/8-K_2026-04-22.txt,cached
TSLA,"Tesla, Inc.",Consumer Discretionary,10-K,2026-01-29,0001628280-26-003952,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm,sp100_dataset/TSLA/10-K_2026-01-29.txt,cached
TSLA,"Tesla, Inc.",Consumer Discretionary,DEF 14A,2025-09-17,0001104659-25-090866,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090866/tm252289-12_def14a.htm,sp100_dataset/TSLA/DEF14A_2025-09-17.txt,cached
TXN,Texas Instruments,Information Technology,8-K,2026-06-02,0000950103-26-008325,https://www.sec.gov/Archives/edgar/data/97476/000095010326008325/dp247795_8k.htm,sp100_dataset/TXN/8-K_2026-06-02.txt,cached
TXN,Texas Instruments,Information Technology,8-K,2026-04-22,0000097476-26-000097,https://www.sec.gov/Archives/edgar/data/97476/000009747626000097/txn-20260422.htm,sp100_dataset/TXN/8-K_2026-04-22.txt,cached
TXN,Texas Instruments,Information Technology,DEF 14A,2026-03-04,0000097476-26-000078,https://www.sec.gov/Archives/edgar/data/97476/000009747626000078/txn-20260303.htm,sp100_dataset/TXN/DEF14A_2026-03-04.txt,cached
TXN,Texas Instruments,Information Technology,10-K,2026-02-06,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,sp100_dataset/TXN/10-K_2026-02-06.txt,cached
UBER,Uber,Industrials,8-K,2026-05-11,0001552781-26-000320,https://www.sec.gov/Archives/edgar/data/1543151/000155278126000320/e26247_uber-8k.htm,sp100_dataset/UBER/8-K_2026-05-11.txt,cached
UBER,Uber,Industrials,8-K,2026-05-08,0001552781-26-000314,https://www.sec.gov/Archives/edgar/data/1543151/000155278126000314/e26243_uber-8k.htm,sp100_dataset/UBER/8-K_2026-05-08.txt,cached
UBER,Uber,Industrials,DEF 14A,2026-03-23,0001308179-26-000125,https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,sp100_dataset/UBER/DEF14A_2026-03-23.txt,cached
UBER,Uber,Industrials,10-K,2026-02-13,0001543151-26-000015,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/uber-20251231.htm,sp100_dataset/UBER/10-K_2026-02-13.txt,cached
UNH,UnitedHealth Group,Health Care,8-K,2026-06-05,0000731766-26-000138,https://www.sec.gov/Archives/edgar/data/731766/000073176626000138/unh-20260601.htm,sp100_dataset/UNH/8-K_2026-06-05.txt,cached
UNH,UnitedHealth Group,Health Care,8-K,2026-05-11,0000731766-26-000129,https://www.sec.gov/Archives/edgar/data/731766/000073176626000129/unh-20260511.htm,sp100_dataset/UNH/8-K_2026-05-11.txt,cached
UNH,UnitedHealth Group,Health Care,DEF 14A,2026-04-21,0001104659-26-046125,https://www.sec.gov/Archives/edgar/data/731766/000110465926046125/tm261387-6_def14a.htm,sp100_dataset/UNH/DEF14A_2026-04-21.txt,cached
UNH,UnitedHealth Group,Health Care,10-K,2026-03-02,0000731766-26-000062,https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,sp100_dataset/UNH/10-K_2026-03-02.txt,cached
UNP,Union Pacific Corporation,Industrials,8-K,2026-05-18,0000100885-26-000174,https://www.sec.gov/Archives/edgar/data/100885/000010088526000174/unp-20260514.htm,sp100_dataset/UNP/8-K_2026-05-18.txt,cached
UNP,Union Pacific Corporation,Industrials,8-K,2026-04-23,0000100885-26-000154,https://www.sec.gov/Archives/edgar/data/100885/000010088526000154/unp-20260423.htm,sp100_dataset/UNP/8-K_2026-04-23.txt,cached
UNP,Union Pacific Corporation,Industrials,DEF 14A,2026-03-25,0000100885-26-000098,https://www.sec.gov/Archives/edgar/data/100885/000010088526000098/unp-20260324.htm,sp100_dataset/UNP/DEF14A_2026-03-25.txt,cached
UNP,Union Pacific Corporation,Industrials,10-K,2026-02-06,0000100885-26-000037,https://www.sec.gov/Archives/edgar/data/100885/000010088526000037/unp-20251231.htm,sp100_dataset/UNP/10-K_2026-02-06.txt,cached
UPS,United Parcel Service,Industrials,8-K,2026-06-15,0001628280-26-043196,https://www.sec.gov/Archives/edgar/data/1090727/000162828026043196/ups-20260613.htm,sp100_dataset/UPS/8-K_2026-06-15.txt,cached
UPS,United Parcel Service,Industrials,8-K,2026-05-13,0001628280-26-034597,https://www.sec.gov/Archives/edgar/data/1090727/000162828026034597/ups-20260513.htm,sp100_dataset/UPS/8-K_2026-05-13.txt,cached
UPS,United Parcel Service,Industrials,DEF 14A,2026-03-19,0001628280-26-019856,https://www.sec.gov/Archives/edgar/data/1090727/000162828026019856/ups-20260319.htm,sp100_dataset/UPS/DEF14A_2026-03-19.txt,cached
UPS,United Parcel Service,Industrials,10-K,2026-02-17,0001628280-26-008432,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/ups-20251231.htm,sp100_dataset/UPS/10-K_2026-02-17.txt,cached
USB,U.S. Bancorp,Financials,8-K,2026-06-24,0000036104-26-000035,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/usb-20260624.htm,sp100_dataset/USB/8-K_2026-06-24.txt,cached
USB,U.S. Bancorp,Financials,8-K,2026-04-23,0001193125-26-173818,https://www.sec.gov/Archives/edgar/data/36104/000119312526173818/d57257d8k.htm,sp100_dataset/USB/8-K_2026-04-23.txt,cached
USB,U.S. Bancorp,Financials,DEF 14A,2026-03-10,0001104659-26-025844,https://www.sec.gov/Archives/edgar/data/36104/000110465926025844/tm261379-1_def14a.htm,sp100_dataset/USB/DEF14A_2026-03-10.txt,cached
USB,U.S. Bancorp,Financials,10-K,2026-02-23,0000036104-26-000011,https://www.sec.gov/Archives/edgar/data/36104/000003610426000011/usb-20251231.htm,sp100_dataset/USB/10-K_2026-02-23.txt,cached
V,Visa Inc.,Financials,8-K,2026-07-15,0001403161-26-000096,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000096/v-20260714.htm,sp100_dataset/V/8-K_2026-07-15.txt,ok
V,Visa Inc.,Financials,8-K,2026-06-26,0001403161-26-000086,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000086/v-20260624.htm,sp100_dataset/V/8-K_2026-06-26.txt,cached
V,Visa Inc.,Financials,DEF 14A,2025-12-08,0001308179-25-000635,https://www.sec.gov/Archives/edgar/data/1403161/000130817925000635/v-20251208.htm,sp100_dataset/V/DEF14A_2025-12-08.txt,cached
V,Visa Inc.,Financials,10-K,2025-11-06,0001403161-25-000089,https://www.sec.gov/Archives/edgar/data/1403161/000140316125000089/v-20250930.htm,sp100_dataset/V/10-K_2025-11-06.txt,cached
VZ,Verizon,Communication Services,8-K,2026-06-29,0001193125-26-286771,https://www.sec.gov/Archives/edgar/data/732712/000119312526286771/d165697d8k.htm,sp100_dataset/VZ/8-K_2026-06-29.txt,cached
VZ,Verizon,Communication Services,8-K,2026-06-17,0001193125-26-273410,https://www.sec.gov/Archives/edgar/data/732712/000119312526273410/d15574d8k.htm,sp100_dataset/VZ/8-K_2026-06-17.txt,cached
VZ,Verizon,Communication Services,DEF 14A,2026-04-06,0001308179-26-000210,https://www.sec.gov/Archives/edgar/data/732712/000130817926000210/vz014688_def14a.htm,sp100_dataset/VZ/DEF14A_2026-04-06.txt,cached
VZ,Verizon,Communication Services,10-K,2026-02-17,0000732712-26-000007,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/vz-20251231.htm,sp100_dataset/VZ/10-K_2026-02-17.txt,cached
WFC,Wells Fargo,Financials,8-K,2026-07-14,0000072971-26-000288,https://www.sec.gov/Archives/edgar/data/72971/000007297126000288/wfc-20260714.htm,sp100_dataset/WFC/8-K_2026-07-14.txt,cached
WFC,Wells Fargo,Financials,8-K,2026-05-20,0001193125-26-232818,https://www.sec.gov/Archives/edgar/data/72971/000119312526232818/d140428d8k.htm,sp100_dataset/WFC/8-K_2026-05-20.txt,cached
WFC,Wells Fargo,Financials,DEF 14A,2026-03-18,0000072971-26-000200,https://www.sec.gov/Archives/edgar/data/72971/000007297126000200/wfc-20260318.htm,sp100_dataset/WFC/DEF14A_2026-03-18.txt,cached
WFC,Wells Fargo,Financials,10-K,2026-02-24,0000072971-26-000133,https://www.sec.gov/Archives/edgar/data/72971/000007297126000133/wfc-20251231_d2.htm,sp100_dataset/WFC/10-K_2026-02-24.txt,cached
WMT,Walmart,Consumer Staples,8-K,2026-06-05,0000104169-26-000111,https://www.sec.gov/Archives/edgar/data/104169/000010416926000111/wmt-20260604.htm,sp100_dataset/WMT/8-K_2026-06-05.txt,cached
WMT,Walmart,Consumer Staples,8-K,2026-05-21,0000104169-26-000095,https://www.sec.gov/Archives/edgar/data/104169/000010416926000095/wmt-20260521.htm,sp100_dataset/WMT/8-K_2026-05-21.txt,cached
WMT,Walmart,Consumer Staples,DEF 14A,2026-04-23,0001193125-26-173673,https://www.sec.gov/Archives/edgar/data/104169/000119312526173673/wmt-20260423.htm,sp100_dataset/WMT/DEF14A_2026-04-23.txt,cached
WMT,Walmart,Consumer Staples,10-K,2026-03-13,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,sp100_dataset/WMT/10-K_2026-03-13.txt,cached
XOM,ExxonMobil,Energy,8-K,2026-07-01,0001193125-26-291986,https://www.sec.gov/Archives/edgar/data/34088/000119312526291986/d70995d8k.htm,sp100_dataset/XOM/8-K_2026-07-01.txt,cached
XOM,ExxonMobil,Energy,8-K,2026-05-29,0000034088-26-000078,https://www.sec.gov/Archives/edgar/data/34088/000003408826000078/xom-20260527.htm,sp100_dataset/XOM/8-K_2026-05-29.txt,cached
XOM,ExxonMobil,Energy,DEF 14A,2026-04-08,0001193125-26-147614,https://www.sec.gov/Archives/edgar/data/34088/000119312526147614/d16317ddef14a.htm,sp100_dataset/XOM/DEF14A_2026-04-08.txt,cached
XOM,ExxonMobil,Energy,10-K,2026-02-18,0000034088-26-000045,https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,sp100_dataset/XOM/10-K_2026-02-18.txt,cached
